wt_rep1	wt_rep2	wt_rep3	wt_rep4	KO_rep1	KO_rep2	KO_rep3	KO_rep4	gene
0	0	0	0	0	0	0	0	Olfr1134_ENSMUSG00000111747
0	0	0	0	0	0	0	0	Olfr1135_ENSMUSG00000075153
0	0	0	0	0	0	0	0	Olfr1136_ENSMUSG00000075151
0	0	0	0	0	0	0	0	Olfr1137_ENSMUSG00000075150
0	0	0	0	0	0	0	0	Olfr1138_ENSMUSG00000075149
0	0	0	0	0	0	0	0	Olfr114_ENSMUSG00000062629
0	0	0	0	0	0	0	0	Olfr1140_ENSMUSG00000068817
0	0	0	0	0	0	0	0	Olfr1141_ENSMUSG00000075148
0	0	0	0	0	0	0	0	Olfr1143_ENSMUSG00000068815
0	0	0	0	0	0	0	0	Olfr1145_ENSMUSG00000068814
0	0	0	0	0	0	1	0	Olfr1148_ENSMUSG00000061875
0	0	0	0	0	0	0	0	Olfr1151_ENSMUSG00000047039
0	0	0	0	3	2	2	0	Olfr1152_ENSMUSG00000045225
0	0	0	0	0	0	0	0	Olfr1153_ENSMUSG00000048197
0	0	0	0	0	0	0	0	Olfr1154_ENSMUSG00000075146
0	0	0	0	0	0	0	0	Olfr1155_ENSMUSG00000075145
0	0	0	0	0	0	0	0	Olfr1156_ENSMUSG00000075144
0	0	0	0	0	0	0	0	Olfr1157_ENSMUSG00000075143
0	0	0	0	0	0	0	0	Olfr1158_ENSMUSG00000062793
0	0	0	0	0	0	0	0	Olfr116_ENSMUSG00000061336
0	0	0	0	0	0	0	0	Olfr1160_ENSMUSG00000075141
0	0	0	0	0	0	0	0	Olfr1161_ENSMUSG00000045150
0	0	0	0	0	0	0	0	Olfr1162_ENSMUSG00000075139
0	0	0	0	0	0	0	0	Olfr1163_ENSMUSG00000075137
0	0	0	0	0	0	0	0	Olfr1164_ENSMUSG00000075136
0	0	0	0	0	0	0	0	Olfr1166_ENSMUSG00000101078
0	0	0	0	0	0	0	0	Olfr1167_ENSMUSG00000100899
0	0	0	0	0	0	0	0	Olfr1168_ENSMUSG00000061342
0	0	0	0	0	0	0	0	Olfr117_ENSMUSG00000095286
0	0	0	0	0	0	0	0	Olfr1170_ENSMUSG00000075133
0	0	0	0	0	0	0	0	Olfr1173_ENSMUSG00000075132
0	0	0	0	0	0	0	0	Olfr1176_ENSMUSG00000050023
0	0	0	0	0	0	0	0	Olfr1178_ENSMUSG00000056995
0	0	0	0	0	0	0	0	Olfr1179_ENSMUSG00000075127
0	0	0	0	0	0	0	0	Olfr118_ENSMUSG00000080990
0	0	0	0	0	0	0	0	Olfr1180_ENSMUSG00000081836
0	0	0	0	0	0	0	0	Olfr1181_ENSMUSG00000075125
0	0	0	0	0	0	0	0	Olfr1182_ENSMUSG00000090097
0	0	0	0	0	0	0	0	Olfr1183_ENSMUSG00000049372
0	0	0	0	0	0	0	0	Olfr1184_ENSMUSG00000051424
0	0	0	0	0	0	0	0	Olfr1186_ENSMUSG00000082882
0	0	0	0	0	0	0	0	Olfr1188_ENSMUSG00000068809
0	0	0	0	0	0	0	0	Olfr1189_ENSMUSG00000068808
0	0	0	0	0	0	0	0	Olfr119_ENSMUSG00000059964
0	0	0	0	0	0	0	0	Olfr1193_ENSMUSG00000060827
0	0	0	0	1	0	0	0	Olfr1195_ENSMUSG00000075121
0	0	0	0	0	0	0	0	Olfr1196_ENSMUSG00000075120
0	0	0	0	0	0	0	0	Olfr1197_ENSMUSG00000075119
0	0	0	0	0	0	0	0	Olfr1198_ENSMUSG00000075117
0	0	0	0	0	0	0	0	Olfr1199_ENSMUSG00000089892
0	0	0	0	0	0	0	0	Olfr12_ENSMUSG00000061616
0	0	0	0	0	0	0	0	Olfr120_ENSMUSG00000063994
0	0	0	0	0	0	0	0	Olfr1200_ENSMUSG00000075115
0	0	0	0	0	0	0	0	Olfr1201_ENSMUSG00000059023
0	0	0	0	0	0	0	0	Olfr1202_ENSMUSG00000064084
0	0	0	0	0	0	0	0	Olfr1204_ENSMUSG00000061798
0	0	0	0	0	0	0	0	Olfr1205_ENSMUSG00000057447
0	0	0	0	0	0	0	0	Olfr1206_ENSMUSG00000062757
0	0	0	0	0	0	0	0	Olfr1208_ENSMUSG00000075114
0	0	0	0	0	0	0	0	Olfr1209_ENSMUSG00000075113
0	0	0	0	0	0	0	0	Olfr121_ENSMUSG00000060017
0	0	0	0	0	0	0	0	Olfr1211_ENSMUSG00000075112
0	0	0	0	0	0	0	0	Olfr1212_ENSMUSG00000048226
0	0	0	0	0	0	0	0	Olfr1213_ENSMUSG00000075111
0	0	0	0	0	0	0	0	Olfr1214_ENSMUSG00000075110
0	0	0	0	0	0	0	0	Olfr1215_ENSMUSG00000100016
0	0	0	0	0	0	0	0	Olfr1216_ENSMUSG00000075107
0	0	0	0	0	0	0	0	Olfr1217_ENSMUSG00000101391
0	0	0	0	0	0	0	0	Olfr1218_ENSMUSG00000075105
0	0	0	0	0	0	0	0	Olfr1219_ENSMUSG00000075104
0	0	0	0	0	0	0	0	Olfr122_ENSMUSG00000083947
0	0	0	0	0	0	0	0	Olfr1220_ENSMUSG00000101480
0	0	0	0	0	0	0	0	Olfr1221_ENSMUSG00000075102
0	0	0	0	0	0	0	0	Olfr1222_ENSMUSG00000075101
0	0	0	0	0	0	0	0	Olfr1223_ENSMUSG00000075100
0	0	0	0	0	0	0	0	Olfr1225_ENSMUSG00000101918
0	0	0	0	0	0	0	0	Olfr1226_ENSMUSG00000075097
0	0	0	0	0	0	0	0	Olfr1228_ENSMUSG00000099486
0	0	0	0	0	0	0	0	Olfr1229_ENSMUSG00000075095
0	0	0	0	0	0	0	0	Olfr123_ENSMUSG00000045202
0	0	0	0	0	0	0	0	Olfr1230_ENSMUSG00000075094
0	0	0	0	0	0	0	0	Olfr1231_ENSMUSG00000075093
0	0	0	0	0	0	0	0	Olfr1232_ENSMUSG00000075092
0	0	0	0	0	0	0	0	Olfr1233_ENSMUSG00000075091
0	0	0	0	0	0	0	0	Olfr1234_ENSMUSG00000075090
0	0	0	0	0	0	0	0	Olfr1238_ENSMUSG00000111517
0	0	0	0	0	0	0	0	Olfr1239_ENSMUSG00000075088
0	0	0	0	0	0	0	0	Olfr124_ENSMUSG00000044985
0	0	0	0	0	0	0	0	Olfr1240_ENSMUSG00000111174
0	0	0	0	0	0	0	0	Olfr1241_ENSMUSG00000075086
0	0	0	0	0	0	0	0	Olfr1242_ENSMUSG00000075085
0	0	0	0	0	0	0	0	Olfr1243_ENSMUSG00000075084
0	0	0	0	0	0	0	0	Olfr1245_ENSMUSG00000111456
0	0	0	0	0	0	0	0	Olfr1246_ENSMUSG00000111715
0	0	0	0	0	0	0	0	Olfr1247_ENSMUSG00000075081
0	0	0	0	0	0	0	0	Olfr1248_ENSMUSG00000111239
0	0	0	0	0	0	0	0	Olfr1249_ENSMUSG00000075079
0	0	0	0	0	0	0	0	Olfr125_ENSMUSG00000050613
0	0	0	0	0	0	0	0	Olfr1250_ENSMUSG00000075078
0	0	0	0	0	0	0	0	Olfr1251_ENSMUSG00000111567
0	0	0	0	0	0	0	0	Olfr1252_ENSMUSG00000110819
0	0	0	0	0	0	0	0	Olfr1253_ENSMUSG00000075075
0	0	0	0	0	0	0	0	Olfr1254_ENSMUSG00000075074
0	0	0	0	0	0	0	0	Olfr1255_ENSMUSG00000045148
0	0	0	0	0	0	0	0	Olfr1256_ENSMUSG00000075073
0	0	0	0	0	0	0	0	Olfr1257_ENSMUSG00000049057
0	0	0	0	0	0	0	0	Olfr1258_ENSMUSG00000049149
0	0	0	0	0	0	0	0	Olfr1259_ENSMUSG00000068806
0	0	0	0	0	0	0	0	Olfr126_ENSMUSG00000109212
0	0	0	0	0	0	0	0	Olfr1260_ENSMUSG00000042894
0	0	0	0	0	0	0	0	Olfr1261_ENSMUSG00000061295
0	0	0	0	0	0	0	0	Olfr1262_ENSMUSG00000051313
0	0	0	0	0	0	0	0	Olfr1263_ENSMUSG00000059112
0	0	0	0	0	0	0	0	Olfr1264_ENSMUSG00000075069
0	0	0	0	0	0	0	0	Olfr1265_ENSMUSG00000059910
0	0	0	0	0	0	0	0	Olfr1269_ENSMUSG00000084336
0	0	0	0	0	0	0	0	Olfr127_ENSMUSG00000058114
0	0	0	0	0	0	0	0	Olfr1270_ENSMUSG00000075065
0	0	0	0	0	0	0	0	Olfr1271_ENSMUSG00000075062
0	0	0	0	0	0	0	0	Olfr1272_ENSMUSG00000075061
0	0	0	0	0	0	0	0	Olfr1275_ENSMUSG00000074966
0	0	0	0	0	0	0	0	Olfr1276_ENSMUSG00000063844
0	0	0	0	0	0	0	0	Olfr1277_ENSMUSG00000074965
0	0	0	0	0	0	0	0	Olfr1278_ENSMUSG00000068647
0	0	0	0	0	0	0	0	Olfr1279_ENSMUSG00000109813
0	0	0	0	0	0	0	0	Olfr128_ENSMUSG00000059030
0	0	0	0	0	0	0	0	Olfr1280_ENSMUSG00000109449
0	0	0	0	0	0	0	0	Olfr1281_ENSMUSG00000095156
0	0	0	0	0	0	0	0	Olfr1282_ENSMUSG00000096554
0	0	0	0	0	0	0	0	Olfr1283_ENSMUSG00000109322
0	0	0	0	0	0	0	0	Olfr1284_ENSMUSG00000108931
0	0	0	0	0	0	0	0	Olfr1286_ENSMUSG00000096703
0	0	0	0	0	0	0	0	Olfr1287_ENSMUSG00000095586
0	0	0	0	0	0	0	0	Olfr1288_ENSMUSG00000044039
0	0	0	0	0	0	0	0	Olfr1289_ENSMUSG00000061195
0	0	0	0	0	0	0	0	Olfr129_ENSMUSG00000081724
0	0	0	0	0	0	0	0	Olfr1290_ENSMUSG00000095809
0	0	0	0	0	0	0	0	Olfr1294_ENSMUSG00000109547
0	0	0	0	0	0	0	0	Olfr1295_ENSMUSG00000108919
0	0	0	0	0	0	0	0	Olfr1297_ENSMUSG00000094858
0	0	0	0	0	0	0	0	Olfr1298_ENSMUSG00000109487
0	0	0	0	0	0	0	0	Olfr1299_ENSMUSG00000109219
0	0	0	0	0	0	0	0	Olfr13_ENSMUSG00000043605
0	0	0	0	0	0	0	0	Olfr130_ENSMUSG00000094878
0	0	0	0	0	0	0	0	Olfr1301_ENSMUSG00000057149
0	0	0	0	0	0	0	0	Olfr1302_ENSMUSG00000044560
0	0	0	0	0	0	0	0	Olfr1303_ENSMUSG00000093804
0	0	0	0	0	0	0	0	Olfr1305_ENSMUSG00000074955
0	0	0	0	0	0	0	0	Olfr1306_ENSMUSG00000096566
0	0	0	0	0	0	0	0	Olfr1307_ENSMUSG00000094747
0	0	0	0	0	0	0	0	Olfr1308_ENSMUSG00000074952
0	0	0	0	0	0	0	0	Olfr1309_ENSMUSG00000109528
0	0	0	0	0	0	0	0	Olfr131_ENSMUSG00000043312
0	0	0	0	0	0	0	0	Olfr1310_ENSMUSG00000108827
0	0	0	0	0	0	0	0	Olfr1311_ENSMUSG00000109403
0	0	0	0	0	0	0	0	Olfr1312_ENSMUSG00000074947
0	0	0	0	0	0	0	0	Olfr1313_ENSMUSG00000074946
0	0	0	0	0	0	0	0	Olfr1314_ENSMUSG00000074945
0	0	0	0	0	0	0	0	Olfr1316_ENSMUSG00000109801
0	0	0	0	0	0	0	0	Olfr1317_ENSMUSG00000050776
0	0	0	0	0	0	0	0	Olfr1318_ENSMUSG00000049758
0	0	0	0	0	0	0	0	Olfr132_ENSMUSG00000067186
0	0	0	0	0	0	0	0	Olfr1320_ENSMUSG00000071764
0	0	0	0	0	0	0	0	Olfr1321_ENSMUSG00000067971
0	0	0	0	0	0	0	0	Olfr1322_ENSMUSG00000056281
0	0	0	0	0	0	0	0	Olfr1323_ENSMUSG00000050504
0	0	0	0	0	0	0	0	Olfr1324_ENSMUSG00000048173
0	0	0	0	0	0	0	0	Olfr1325_ENSMUSG00000051706
0	0	0	0	0	0	0	0	Olfr1328_ENSMUSG00000111259
0	0	0	0	0	0	0	0	Olfr1329_ENSMUSG00000096705
0	0	0	0	0	0	0	0	Olfr133_ENSMUSG00000063240
0	0	0	0	0	0	0	0	Olfr1330_ENSMUSG00000073768
0	0	0	0	0	0	0	0	Olfr1331_ENSMUSG00000073769
0	0	0	0	0	0	0	0	Olfr1333_ENSMUSG00000110947
0	0	0	0	0	0	0	0	Olfr1335_ENSMUSG00000066061
0	0	0	0	0	0	0	0	Olfr1336_ENSMUSG00000048620
0	0	0	0	0	0	0	0	Olfr1337_ENSMUSG00000111159
0	0	0	0	0	0	0	0	Olfr1338_ENSMUSG00000095218
0	0	0	0	0	0	0	0	Olfr1339_ENSMUSG00000070820
0	0	0	0	0	0	0	0	Olfr134_ENSMUSG00000096009
0	0	0	0	0	0	0	0	Olfr1340_ENSMUSG00000070821
0	0	0	0	0	0	0	0	Olfr1341_ENSMUSG00000046790
0	0	0	0	0	0	0	0	Olfr1342_ENSMUSG00000043383
1	1	0	0	0	0	0	1	Olfr1344_ENSMUSG00000090824
0	0	0	0	0	0	0	0	Olfr1346_ENSMUSG00000054938
0	0	0	0	0	0	0	0	Olfr1347_ENSMUSG00000034583
0	0	0	0	0	0	0	0	Olfr1348_ENSMUSG00000093877
0	0	0	0	0	0	0	0	Olfr1349_ENSMUSG00000048067
0	0	0	0	0	0	0	0	Olfr135_ENSMUSG00000057801
0	0	0	0	0	0	0	0	Olfr1350_ENSMUSG00000056696
0	0	0	0	0	0	0	0	Olfr1351_ENSMUSG00000063216
0	0	0	0	0	0	0	0	Olfr1352_ENSMUSG00000046493
0	0	0	0	0	0	0	0	Olfr1353_ENSMUSG00000042774
0	0	0	0	0	0	0	0	Olfr1354_ENSMUSG00000094673
0	0	0	0	0	0	0	0	Olfr1355_ENSMUSG00000062873
0	0	0	0	0	0	0	0	Olfr1356_ENSMUSG00000051190
0	0	0	0	0	0	0	0	Olfr1357_ENSMUSG00000071185
0	0	0	0	0	0	0	0	Olfr1359_ENSMUSG00000108674
0	0	0	0	0	0	0	0	Olfr136_ENSMUSG00000096840
0	0	0	0	0	0	0	0	Olfr1360_ENSMUSG00000108534
0	0	0	0	0	0	0	0	Olfr1361_ENSMUSG00000049737
0	0	0	0	0	0	0	0	Olfr1362_ENSMUSG00000051258
0	0	0	0	0	0	0	0	Olfr1364_ENSMUSG00000046016
0	0	0	0	0	0	0	0	Olfr1366_ENSMUSG00000048996
0	0	0	0	0	0	0	0	Olfr1367_ENSMUSG00000045508
0	0	0	0	0	0	0	0	Olfr1368_ENSMUSG00000045474
0	0	0	0	0	0	0	0	Olfr137_ENSMUSG00000054940
0	0	0	0	0	0	0	0	Olfr1370_ENSMUSG00000042869
0	0	0	0	0	0	0	0	Olfr1371_ENSMUSG00000060170
0	0	0	0	0	0	0	0	Olfr1373_ENSMUSG00000062204
0	0	0	0	0	0	0	0	Olfr1375_ENSMUSG00000057890
0	0	0	0	0	0	0	0	Olfr1377_ENSMUSG00000061952
0	0	0	0	0	0	0	0	Olfr1378_ENSMUSG00000050343
0	0	0	0	0	0	0	0	Olfr138_ENSMUSG00000057443
0	0	0	0	0	0	0	0	Olfr1380_ENSMUSG00000107645
0	0	0	0	0	0	0	0	Olfr1381_ENSMUSG00000095187
0	0	0	0	0	0	0	0	Olfr1382_ENSMUSG00000063827
0	0	0	0	0	0	0	0	Olfr1383_ENSMUSG00000107417
0	0	0	0	0	0	0	0	Olfr1384_ENSMUSG00000044170
0	0	0	0	0	0	0	0	Olfr1385_ENSMUSG00000059729
0	0	0	0	0	0	0	0	Olfr1386_ENSMUSG00000108167
0	0	0	0	0	0	0	0	Olfr1387_ENSMUSG00000063386
0	0	0	0	0	0	0	0	Olfr1388_ENSMUSG00000047702
0	0	0	0	0	0	0	0	Olfr1389_ENSMUSG00000107573
0	0	0	0	0	0	0	0	Olfr139_ENSMUSG00000047444
0	0	0	0	0	0	0	0	Olfr1390_ENSMUSG00000045421
0	0	0	0	0	0	0	0	Olfr1391_ENSMUSG00000101874
0	0	0	0	0	0	0	0	Olfr1392_ENSMUSG00000101750
0	0	0	0	0	1	0	2	Olfr1393_ENSMUSG00000059864
0	0	0	0	0	0	0	0	Olfr1394_ENSMUSG00000048378
0	0	0	0	0	0	0	0	Olfr1395_ENSMUSG00000050763
0	0	0	0	0	0	0	0	Olfr1396_ENSMUSG00000047511
0	0	0	0	0	0	0	0	Olfr140_ENSMUSG00000075068
0	0	0	0	0	0	0	0	Olfr1402_ENSMUSG00000051392
0	0	0	0	0	0	0	0	Olfr1404_ENSMUSG00000049456
0	0	0	0	0	0	0	0	Olfr1406_ENSMUSG00000058981
0	0	0	0	0	0	0	0	Olfr1408_ENSMUSG00000062527
0	0	0	0	0	0	0	0	Olfr1410_ENSMUSG00000063583
0	0	0	0	0	0	0	0	Olfr1411_ENSMUSG00000062497
0	0	0	0	0	0	0	0	Olfr1412_ENSMUSG00000046300
0	0	0	0	0	0	0	0	Olfr1413_ENSMUSG00000058904
0	0	0	0	0	0	0	0	Olfr1414_ENSMUSG00000042849
0	0	0	0	0	0	0	0	Olfr1415_ENSMUSG00000057464
0	0	0	0	0	0	0	0	Olfr1416_ENSMUSG00000067064
0	0	0	0	0	0	0	0	Olfr1417_ENSMUSG00000048292
0	0	0	0	0	0	0	0	Olfr1418_ENSMUSG00000060556
0	0	1	0	0	1	0	0	Olfr1419_ENSMUSG00000067545
0	0	0	0	0	0	0	0	Olfr142_ENSMUSG00000075063
0	0	0	0	0	0	0	0	Olfr1420_ENSMUSG00000060878
0	0	0	0	0	0	0	1	Olfr1423_ENSMUSG00000067529
0	0	0	0	0	0	0	0	Olfr1424_ENSMUSG00000067528
0	0	0	0	0	0	0	0	Olfr1425_ENSMUSG00000067526
0	0	0	0	0	0	0	0	Olfr1426_ENSMUSG00000044994
0	0	0	0	0	0	0	0	Olfr1427_ENSMUSG00000067525
0	0	0	0	0	0	0	0	Olfr1428_ENSMUSG00000067524
0	0	0	0	0	0	0	0	Olfr143_ENSMUSG00000094778
0	0	0	0	0	0	0	0	Olfr1431_ENSMUSG00000094133
0	0	0	0	0	0	0	0	Olfr1434_ENSMUSG00000095640
0	0	0	0	0	0	0	0	Olfr1436_ENSMUSG00000067513
0	0	0	0	0	0	0	0	Olfr1437_ENSMUSG00000096436
0	0	0	0	0	0	0	0	Olfr1440_ENSMUSG00000046650
0	0	0	0	0	0	0	0	Olfr1441_ENSMUSG00000050815
0	0	0	0	0	0	0	0	Olfr1442_ENSMUSG00000044441
0	0	0	0	0	0	0	0	Olfr1443_ENSMUSG00000045030
0	0	0	0	0	0	0	0	Olfr1444_ENSMUSG00000046272
0	0	0	0	0	0	0	0	Olfr1445_ENSMUSG00000045126
0	0	0	0	0	0	0	0	Olfr1446_ENSMUSG00000057817
0	0	0	0	0	0	0	0	Olfr1447_ENSMUSG00000060303
0	0	0	0	0	0	0	0	Olfr1448_ENSMUSG00000048456
0	0	0	0	0	0	0	0	Olfr1449_ENSMUSG00000049498
0	0	0	0	0	0	0	0	Olfr145_ENSMUSG00000066748
0	0	0	0	0	0	0	0	Olfr1450_ENSMUSG00000062892
0	0	0	0	0	0	0	0	Olfr1451_ENSMUSG00000046913
0	0	0	0	0	0	0	0	Olfr1453_ENSMUSG00000094755
0	0	0	0	0	0	0	0	Olfr1454_ENSMUSG00000094986
1	0	0	0	0	0	0	0	Olfr1457_ENSMUSG00000061637
2	3	4	4	0	1	0	0	Olfr1459_ENSMUSG00000057503
0	0	0	0	0	0	0	0	Olfr146_ENSMUSG00000058820
0	0	0	0	0	0	0	0	Olfr1461_ENSMUSG00000045883
0	0	0	0	0	0	0	0	Olfr1462_ENSMUSG00000094721
0	0	0	0	0	0	0	0	Olfr1463_ENSMUSG00000096365
0	0	0	0	0	0	0	0	Olfr1465_ENSMUSG00000062199
0	0	0	0	0	0	0	0	Olfr1466_ENSMUSG00000096485
0	0	0	0	0	0	0	0	Olfr1467_ENSMUSG00000049015
0	0	0	0	0	0	0	0	Olfr1469_ENSMUSG00000063777
0	0	0	0	0	0	0	0	Olfr147_ENSMUSG00000049098
0	0	0	0	0	0	0	0	Olfr1471_ENSMUSG00000096320
0	0	0	0	0	0	0	0	Olfr1472_ENSMUSG00000095189
0	0	0	0	0	0	0	0	Olfr1474_ENSMUSG00000096273
0	0	0	0	0	0	0	0	Olfr1475_ENSMUSG00000096708
0	0	0	0	0	0	0	0	Olfr1477_ENSMUSG00000071629
0	0	0	0	0	0	0	0	Olfr148_ENSMUSG00000048299
0	0	0	0	0	0	0	0	Olfr1480_ENSMUSG00000095484
0	0	0	0	0	0	0	0	Olfr1484_ENSMUSG00000096289
0	0	0	0	0	0	0	0	Olfr1487_ENSMUSG00000094846
0	0	0	0	0	0	0	0	Olfr1489_ENSMUSG00000045678
0	0	0	0	0	0	0	0	Olfr149_ENSMUSG00000062121
0	0	0	0	0	0	0	0	Olfr1490_ENSMUSG00000061387
0	0	0	0	0	0	0	0	Olfr1491_ENSMUSG00000051156
0	0	0	0	0	0	0	0	Olfr1494_ENSMUSG00000050865
0	0	0	0	0	0	0	0	Olfr1495_ENSMUSG00000047207
0	0	0	0	0	0	0	0	Olfr1496_ENSMUSG00000048356
0	0	0	0	0	0	0	0	Olfr1497_ENSMUSG00000044040
0	0	0	0	0	0	0	0	Olfr1499_ENSMUSG00000045395
0	0	0	0	0	0	0	0	Olfr15_ENSMUSG00000059043
0	0	0	0	0	0	0	0	Olfr150_ENSMUSG00000094353
0	0	0	0	0	0	0	0	Olfr1500_ENSMUSG00000054526
0	0	0	0	0	0	0	0	Olfr1501_ENSMUSG00000057270
0	0	0	0	0	0	0	0	Olfr1502_ENSMUSG00000056858
0	0	0	0	0	0	0	0	Olfr1504_ENSMUSG00000059105
0	0	0	0	0	0	0	0	Olfr1505_ENSMUSG00000062314
0	0	0	0	0	0	0	0	Olfr1506_ENSMUSG00000075064
0	0	0	0	0	0	0	0	Olfr1507_ENSMUSG00000059887
0	0	0	0	0	0	0	0	Olfr1508_ENSMUSG00000057564
0	0	0	0	0	0	0	0	Olfr1509_ENSMUSG00000035626
0	0	0	0	0	0	0	0	Olfr1510_ENSMUSG00000063106
0	0	0	0	0	0	0	0	Olfr1511_ENSMUSG00000063867
0	0	0	0	0	0	0	0	Olfr1512_ENSMUSG00000094140
0	0	0	0	0	0	0	0	Olfr1513_ENSMUSG00000095030
0	0	0	0	0	0	0	0	Olfr152_ENSMUSG00000068816
0	0	0	0	0	0	0	0	Olfr153_ENSMUSG00000061520
0	0	0	0	0	0	0	0	Olfr1532-ps1_ENSMUSG00000073899
0	0	0	0	0	0	0	0	Olfr1535_ENSMUSG00000054890
0	0	0	0	0	0	0	0	Olfr1537_ENSMUSG00000096109
0	0	0	0	0	0	0	0	Olfr154_ENSMUSG00000075212
0	0	0	0	0	0	0	0	Olfr155_ENSMUSG00000071000
0	0	0	0	0	0	0	0	Olfr156_ENSMUSG00000110970
0	0	0	0	0	0	0	0	Olfr1564_ENSMUSG00000096169
0	0	0	0	0	0	0	0	Olfr1565_ENSMUSG00000089859
0	0	0	0	0	0	0	0	Olfr157_ENSMUSG00000111611
0	0	0	0	0	0	0	0	Olfr159_ENSMUSG00000044801
0	0	0	0	0	0	0	0	Olfr16_ENSMUSG00000037924
0	0	0	0	0	0	0	0	Olfr160_ENSMUSG00000061165
0	0	0	0	0	0	0	0	Olfr161_ENSMUSG00000051003
0	0	0	0	0	0	0	0	Olfr164_ENSMUSG00000050742
0	0	0	0	0	0	0	0	Olfr165_ENSMUSG00000050158
0	0	0	0	0	0	0	0	Olfr166_ENSMUSG00000056822
0	0	0	0	0	0	0	0	Olfr167_ENSMUSG00000045341
0	0	0	0	0	0	0	0	Olfr168_ENSMUSG00000061361
0	0	0	0	0	0	0	0	Olfr169_ENSMUSG00000068535
0	0	0	0	0	0	0	0	Olfr17_ENSMUSG00000073897
0	0	0	0	0	0	0	0	Olfr170_ENSMUSG00000062245
0	0	0	0	0	0	0	0	Olfr171_ENSMUSG00000060480
0	0	0	0	0	0	0	0	Olfr172_ENSMUSG00000071510
0	0	0	0	0	0	0	0	Olfr173_ENSMUSG00000049362
0	0	0	0	0	0	0	0	Olfr175_ENSMUSG00000060663
0	0	0	0	0	0	0	0	Olfr177_ENSMUSG00000063137
0	0	0	0	0	0	0	0	Olfr178_ENSMUSG00000044029
0	0	0	0	0	0	0	1	Olfr18_ENSMUSG00000066896
0	0	0	0	0	0	0	0	Olfr180_ENSMUSG00000090629
0	0	0	0	0	0	0	0	Olfr181_ENSMUSG00000090951
0	1	2	1	0	0	0	0	Olfr183_ENSMUSG00000062105
0	0	0	0	0	0	0	0	Olfr186_ENSMUSG00000047960
0	0	0	0	0	0	0	0	Olfr187_ENSMUSG00000043357
0	0	0	0	0	0	0	0	Olfr19_ENSMUSG00000048101
0	0	0	0	0	1	0	1	Olfr190_ENSMUSG00000064006
0	0	0	0	0	0	0	0	Olfr191_ENSMUSG00000094539
0	0	0	0	0	0	0	0	Olfr193_ENSMUSG00000060057
0	0	0	0	0	0	0	0	Olfr194_ENSMUSG00000063020
0	0	0	0	0	0	0	0	Olfr195_ENSMUSG00000062608
0	0	0	0	0	0	0	0	Olfr196_ENSMUSG00000096695
0	0	0	0	0	0	0	0	Olfr198_ENSMUSG00000052537
0	0	0	0	0	0	0	0	Olfr199_ENSMUSG00000074996
0	0	0	0	0	0	0	0	Olfr2_ENSMUSG00000070417
0	0	0	0	0	0	0	0	Olfr20_ENSMUSG00000062128
0	0	0	0	0	1	1	0	Olfr201_ENSMUSG00000074995
0	0	0	0	0	0	0	0	Olfr202_ENSMUSG00000048810
0	0	0	0	0	0	0	0	Olfr203_ENSMUSG00000068182
0	0	0	0	0	0	0	0	Olfr204_ENSMUSG00000095928
0	0	0	0	0	0	0	0	Olfr205_ENSMUSG00000094422
0	0	0	0	0	0	0	0	Olfr206_ENSMUSG00000066257
0	0	0	0	0	0	0	0	Olfr209_ENSMUSG00000095706
0	0	0	0	0	0	0	0	Olfr211_ENSMUSG00000053391
0	0	0	0	0	0	0	0	Olfr212_ENSMUSG00000053251
0	0	0	0	0	0	0	0	Olfr213_ENSMUSG00000081649
0	0	0	0	0	0	0	0	Olfr214_ENSMUSG00000051046
0	0	0	0	0	0	0	0	Olfr215_ENSMUSG00000050654
0	0	0	0	0	0	0	0	Olfr218_ENSMUSG00000046643
0	0	0	0	0	0	0	0	Olfr220_ENSMUSG00000066671
0	0	0	0	0	0	0	0	Olfr221_ENSMUSG00000044286
0	0	0	0	0	0	0	0	Olfr222_ENSMUSG00000059610
0	0	0	0	0	0	0	0	Olfr223_ENSMUSG00000048919
0	0	0	0	0	0	0	0	Olfr224_ENSMUSG00000059279
0	0	0	0	0	0	0	0	Olfr228_ENSMUSG00000111772
0	0	0	0	0	0	0	0	Olfr229_ENSMUSG00000095390
0	0	0	0	0	0	0	0	Olfr23_ENSMUSG00000069816
0	0	0	0	0	0	0	0	Olfr231_ENSMUSG00000046486
0	0	0	0	0	0	0	0	Olfr235_ENSMUSG00000060049
0	0	0	0	0	0	0	0	Olfr237_ENSMUSG00000094200
0	0	0	0	0	0	0	0	Olfr239_ENSMUSG00000093884
0	0	0	0	0	0	0	0	Olfr24_ENSMUSG00000054141
0	0	0	0	0	0	0	0	Olfr243_ENSMUSG00000094822
0	0	0	0	0	0	0	0	Olfr248_ENSMUSG00000059503
0	0	0	0	0	0	0	0	Olfr25_ENSMUSG00000058270
0	0	0	0	0	0	0	0	Olfr250_ENSMUSG00000049864
0	0	0	0	0	0	0	0	Olfr251_ENSMUSG00000096757
0	0	0	0	0	0	0	0	Olfr259_ENSMUSG00000075160
0	0	0	0	0	0	0	0	Olfr26_ENSMUSG00000047667
0	0	0	0	0	0	0	0	Olfr262_ENSMUSG00000067519
0	0	0	0	0	0	0	0	Olfr263_ENSMUSG00000071522
0	0	0	0	0	0	0	0	Olfr266_ENSMUSG00000043529
