wt_rep1	wt_rep2	wt_rep3	wt_rep4	KO_rep1	KO_rep2	KO_rep3	KO_rep4	gene
0	0	0	0	0	0	0	0	Gm5935_ENSMUSG00000093923
0	0	0	0	0	0	0	0	Gm5936_ENSMUSG00000079531
0	0	0	0	0	0	0	0	Gm5938_ENSMUSG00000079521
0	0	0	0	0	0	0	0	Gm597_ENSMUSG00000048411
0	0	0	0	2	0	0	0	Gm6034_ENSMUSG00000073407
0	0	0	0	0	0	0	0	Gm6040_ENSMUSG00000071165
0	0	0	0	0	0	0	0	Gm609_ENSMUSG00000053182
0	0	0	0	0	0	0	0	Gm6121_ENSMUSG00000080725
4	3	6	13	1	0	2	0	Gm614_ENSMUSG00000090141
0	0	0	0	0	0	0	0	Gm6370_ENSMUSG00000096527
1	1	0	1	3	1	3	1	Gm6377_ENSMUSG00000048621
0	0	0	0	0	0	0	1	Gm6408_ENSMUSG00000096344
0	0	0	0	0	0	0	0	Gm6460_ENSMUSG00000091903
0	0	0	0	0	0	0	0	Gm648_ENSMUSG00000064016
0	2	0	1	0	1	4	1	Gm6583_ENSMUSG00000051503
0	0	0	0	0	0	0	0	Gm6588_ENSMUSG00000072722
0	0	0	0	0	0	0	0	Gm6592_ENSMUSG00000079699
0	0	0	0	0	0	0	0	Gm6614_ENSMUSG00000079263
0	0	0	0	0	0	0	0	Gm6619_ENSMUSG00000095577
0	0	0	0	0	0	0	0	Gm6710_ENSMUSG00000078887
0	0	0	0	0	0	0	0	Gm6760_ENSMUSG00000079579
0	0	0	0	0	0	0	0	Gm6763_ENSMUSG00000097427
0	0	0	0	0	0	0	0	Gm6812_ENSMUSG00000056815
0	0	0	0	0	0	0	0	Gm6902_ENSMUSG00000094682
10	18	13	11	11	7	8	5	Gm7030_ENSMUSG00000092243
0	0	0	0	0	0	0	0	Gm7073_ENSMUSG00000079583
8	6	6	3	5	4	4	9	Gm7102_ENSMUSG00000094649
0	0	0	0	0	0	0	0	Gm7168_ENSMUSG00000067941
0	0	0	0	0	0	0	0	Gm732_ENSMUSG00000073006
0	0	0	0	0	0	0	0	Gm7361_ENSMUSG00000059645
0	0	0	0	0	0	0	0	Gm7579_ENSMUSG00000073786
0	0	0	0	0	0	0	0	Gm765_ENSMUSG00000090667
16	15	15	25	122	146	135	140	Gm7694_ENSMUSG00000102752
0	0	0	0	0	0	0	0	Gm7714_ENSMUSG00000090302
8	2	6	8	1	7	0	4	Gm773_ENSMUSG00000073177
0	0	0	0	0	0	0	0	Gm7903_ENSMUSG00000096508
0	0	0	0	0	0	0	0	Gm7978_ENSMUSG00000096139
0	0	0	0	0	0	0	0	Gm815_ENSMUSG00000074913
0	0	0	0	0	0	0	0	Gm826_ENSMUSG00000074623
0	0	0	0	0	0	0	0	Gm8267_ENSMUSG00000091923
1	0	3	0	1	0	0	0	Gm8300_ENSMUSG00000079034
0	0	0	0	0	0	0	0	Gm8369_ENSMUSG00000058470
0	0	0	0	0	0	0	0	Gm8439_ENSMUSG00000091297
0	0	0	0	0	0	0	0	Gm8764_ENSMUSG00000097878
0	0	0	0	0	0	0	0	Gm8765_ENSMUSG00000094918
0	0	0	0	0	0	0	0	Gm884_ENSMUSG00000034239
0	0	0	0	0	0	0	0	Gm8882_ENSMUSG00000030143
35	27	39	40	40	33	46	36	Gm8909_ENSMUSG00000073402
0	0	0	0	0	0	0	0	Gm9_ENSMUSG00000073243
0	0	0	0	0	0	0	0	Gm904_ENSMUSG00000096641
0	0	0	0	0	0	0	0	Gm906_ENSMUSG00000095300
0	0	0	0	0	0	0	0	Gm9112_ENSMUSG00000079479
0	0	0	0	0	0	0	0	Gm9376_ENSMUSG00000092109
0	0	0	0	0	0	0	0	Gm94_ENSMUSG00000071858
0	0	0	0	0	0	0	0	Gm9573_ENSMUSG00000090588
0	0	0	0	22	24	22	21	Gm960_ENSMUSG00000071691
0	0	0	0	0	0	0	0	Gm973_ENSMUSG00000047361
0	0	0	0	0	0	0	0	Gm9733_ENSMUSG00000078783
0	0	0	0	0	0	0	0	Gm9758_ENSMUSG00000033219
473	436	408	456	328	397	324	281	Gmcl1_ENSMUSG00000001157
863	857	723	744	117	118	128	113	Gmds_ENSMUSG00000038372
803	731	738	822	271	287	272	265	Gmeb1_ENSMUSG00000028901
693	638	671	769	629	757	718	629	Gmeb2_ENSMUSG00000038705
1624	1623	1663	1735	728	806	762	616	Gmfb_ENSMUSG00000062014
48	42	45	38	3	10	1	2	Gmfg_ENSMUSG00000060791
1426	1378	1581	1729	186	193	219	178	Gmip_ENSMUSG00000036246
312	302	265	233	121	123	130	129	Gml_ENSMUSG00000068349
482	512	412	423	224	192	214	213	Gml2_ENSMUSG00000068600
0	0	0	0	0	0	0	0	Gmnc_ENSMUSG00000068428
2000	2075	1861	1657	227	263	265	263	Gmnn_ENSMUSG00000006715
1091	956	1024	995	1116	1280	1333	1250	Gmppa_ENSMUSG00000033021
577	548	520	536	123	132	130	137	Gmppb_ENSMUSG00000070284
3476	3231	3144	2867	1055	1127	1204	1060	Gmpr_ENSMUSG00000000253
627	572	535	524	227	265	275	218	Gmpr2_ENSMUSG00000002326
3326	3209	3372	3647	1053	1156	1184	940	Gmps_ENSMUSG00000027823
382	326	359	382	252	290	338	354	Gna11_ENSMUSG00000034781
1083	900	1092	1180	493	587	552	505	Gna12_ENSMUSG00000000149
1741	1616	1896	2204	2378	2645	2587	2323	Gna13_ENSMUSG00000020611
0	0	0	0	0	0	0	0	Gna14_ENSMUSG00000024697
312	287	302	333	45	55	70	52	Gna15_ENSMUSG00000034792
0	0	0	0	1	0	0	0	Gnai1_ENSMUSG00000057614
5024	4600	4831	4960	4644	4762	4809	4542	Gnai2_ENSMUSG00000032562
2181	1970	2062	2251	1568	1785	1753	1439	Gnai3_ENSMUSG00000000001
35	32	17	45	66	60	54	66	Gnal_ENSMUSG00000024524
1	0	0	0	0	0	0	0	Gnao1_ENSMUSG00000031748
0	0	0	0	0	0	1	0	Gnaq_ENSMUSG00000024639
10533	9453	10386	10200	11695	12792	13229	12306	Gnas_ENSMUSG00000027523
0	0	0	0	0	0	0	0	Gnat1_ENSMUSG00000034837
38	39	28	31	3	8	6	4	Gnat2_ENSMUSG00000009108
0	0	0	0	0	0	0	0	Gnat3_ENSMUSG00000028777
4	4	1	5	0	0	0	0	Gnaz_ENSMUSG00000040009
6695	6569	6484	6530	4586	5035	5270	4696	Gnb1_ENSMUSG00000029064
466	452	433	414	78	97	104	87	Gnb1l_ENSMUSG00000000884
5616	5220	5021	4900	3886	4269	4302	3884	Gnb2_ENSMUSG00000029713
0	0	0	1	1	0	0	0	Gnb3_ENSMUSG00000023439
580	528	590	597	554	618	597	555	Gnb4_ENSMUSG00000027669
123	116	138	107	272	315	298	244	Gnb5_ENSMUSG00000032192
692	645	653	634	281	271	230	238	Gne_ENSMUSG00000028479
522	529	460	499	426	508	462	459	Gng10_ENSMUSG00000038607
0	0	0	0	0	0	0	0	Gng11_ENSMUSG00000032766
517	566	566	589	652	734	738	648	Gng12_ENSMUSG00000036402
1	0	0	2	0	0	0	0	Gng13_ENSMUSG00000025739
209	223	159	170	280	315	286	273	Gng2_ENSMUSG00000043004
0	2	0	0	0	1	0	0	Gng3_ENSMUSG00000071658
0	1	0	0	0	0	0	0	Gng4_ENSMUSG00000021303
885	826	827	829	611	661	670	633	Gng5_ENSMUSG00000068523
137	125	136	143	72	76	88	80	Gng7_ENSMUSG00000048240
31	34	24	24	74	94	95	89	Gng8_ENSMUSG00000063594
0	0	0	0	0	0	0	0	Gngt1_ENSMUSG00000029663
100	97	93	74	35	48	36	26	Gngt2_ENSMUSG00000038811
2882	2706	2516	2316	1070	1204	1128	1093	Gnl1_ENSMUSG00000024429
3027	3065	2822	2850	1196	1263	1327	1234	Gnl2_ENSMUSG00000028869
4121	4269	3936	3780	1405	1451	1422	1435	Gnl3_ENSMUSG00000042354
1599	1635	1962	2249	1664	1813	1800	1501	Gnl3l_ENSMUSG00000025266
28	29	15	22	58	42	62	42	Gnmt_ENSMUSG00000002769
2848	2796	2961	3105	1769	1968	2024	1950	Gnpat_ENSMUSG00000031985
370	331	373	388	392	401	417	405	Gnpda1_ENSMUSG00000052102
139	123	124	133	229	253	256	215	Gnpda2_ENSMUSG00000029209
267	256	233	256	77	88	78	76	Gnpnat1_ENSMUSG00000037722
1220	1136	1369	1540	511	492	553	487	Gnptab_ENSMUSG00000035311
184	199	228	196	124	129	119	116	Gnptg_ENSMUSG00000035521
13	11	8	7	11	13	13	14	Gnrh1_ENSMUSG00000015812
0	0	0	0	0	0	0	0	Gnrhr_ENSMUSG00000029255
1391	1377	1480	1696	1402	1637	1619	1577	Gns_ENSMUSG00000034707
220	194	215	233	585	631	598	599	Golga1_ENSMUSG00000026754
1281	1321	1364	1521	1671	1781	1890	1871	Golga2_ENSMUSG00000002546
1110	1068	1230	1504	1031	1024	1168	1063	Golga3_ENSMUSG00000029502
1172	1128	1460	1605	2448	2614	2879	2813	Golga4_ENSMUSG00000038708
504	476	432	523	559	604	638	574	Golga5_ENSMUSG00000021192
610	547	548	572	490	523	499	502	Golga7_ENSMUSG00000015341
10	11	15	7	2	4	3	5	Golga7b_ENSMUSG00000042532
1166	1311	1446	1674	4330	4850	5084	4993	Golgb1_ENSMUSG00000034243
1022	957	1234	1274	1107	1271	1287	1083	Golim4_ENSMUSG00000034109
1262	1267	1406	1527	1146	1234	1279	1219	Golm1_ENSMUSG00000021556
2396	2398	2558	2946	3458	3773	3781	3397	Golph3_ENSMUSG00000022200
1109	1028	1153	1231	1798	1916	1872	1713	Golph3l_ENSMUSG00000046519
0	0	0	0	0	0	0	0	Golt1a_ENSMUSG00000103421
1386	1405	1383	1338	340	421	422	366	Golt1b_ENSMUSG00000030245
2067	1997	2197	2223	1104	1283	1295	1152	Gon4l_ENSMUSG00000054199
104	78	85	94	90	92	84	86	Gon7_ENSMUSG00000091931
247	261	298	281	410	425	418	349	Gopc_ENSMUSG00000019861
121	97	115	127	75	77	89	70	Gorab_ENSMUSG00000040124
604	493	562	589	334	378	389	384	Gorasp1_ENSMUSG00000032513
2936	3047	2822	2963	811	783	880	796	Gorasp2_ENSMUSG00000014959
732	719	831	840	1055	1083	1211	1073	Gosr1_ENSMUSG00000010392
2268	2173	2299	2541	1515	1646	1683	1671	Gosr2_ENSMUSG00000020946
2765	2448	2554	2499	479	570	549	586	Got1_ENSMUSG00000025190
1	1	2	1	1	0	0	2	Got1l1_ENSMUSG00000039720
4483	4575	4657	5050	786	813	871	833	Got2_ENSMUSG00000031672
32	30	42	26	55	46	65	50	Gp1ba_ENSMUSG00000050675
12	17	15	11	2	2	9	3	Gp1bb_ENSMUSG00000050761
0	0	0	0	0	0	0	0	Gp2_ENSMUSG00000030954
479	403	376	349	25	28	33	22	Gp5_ENSMUSG00000047953
1	0	0	0	0	0	0	3	Gp6_ENSMUSG00000078810
33	30	37	23	51	70	51	53	Gp9_ENSMUSG00000030054
1	2	3	4	0	1	0	0	Gpa33_ENSMUSG00000000544
1040	974	965	967	338	405	420	350	Gpaa1_ENSMUSG00000022561
430	400	473	535	247	291	324	276	Gpalpp1_ENSMUSG00000022008
1530	1488	1629	1974	1022	1129	1105	937	Gpam_ENSMUSG00000024978
319	326	319	289	276	273	279	277	Gpank1_ENSMUSG00000092417
0	0	1	0	0	1	0	0	Gpat2_ENSMUSG00000046338
16	18	14	14	13	9	4	5	Gpat3_ENSMUSG00000029314
2721	2724	2744	2654	883	949	994	858	Gpat4_ENSMUSG00000031545
387	343	399	437	156	194	185	197	Gpatch1_ENSMUSG00000063808
257	263	234	220	309	316	367	308	Gpatch11_ENSMUSG00000050668
247	226	306	363	418	459	471	463	Gpatch2_ENSMUSG00000039210
374	300	348	416	720	813	773	723	Gpatch2l_ENSMUSG00000021254
203	199	200	221	13	30	22	26	Gpatch3_ENSMUSG00000028850
2979	2735	2784	2497	38	44	37	57	Gpatch4_ENSMUSG00000028069
1403	1504	1682	2158	3100	3407	3437	3303	Gpatch8_ENSMUSG00000034621
0	0	1	0	0	0	0	0	Gpbar1_ENSMUSG00000064272
1594	1666	1518	1507	2575	3005	2844	2372	Gpbp1_ENSMUSG00000032745
914	1007	949	957	2564	2956	2955	2762	Gpbp1l1_ENSMUSG00000034042
3	1	5	3	21	11	26	17	Gpc1_ENSMUSG00000034220
0	0	0	0	0	0	0	0	Gpc2_ENSMUSG00000029510
0	0	0	0	0	2	0	0	Gpc3_ENSMUSG00000055653
297	304	319	334	516	568	540	473	Gpc4_ENSMUSG00000031119
0	0	0	0	0	0	0	0	Gpc5_ENSMUSG00000022112
0	0	0	0	0	0	0	0	Gpc6_ENSMUSG00000058571
113	123	136	127	2567	2977	2926	2460	Gpcpd1_ENSMUSG00000027346
7	8	8	8	6	7	4	14	Gpd1_ENSMUSG00000023019
0	0	0	0	0	0	0	0	Gpd1l_ENSMUSG00000050627
1054	985	1178	1364	438	444	461	425	Gpd2_ENSMUSG00000026827
1	1	2	1	1	2	4	3	Gper1_ENSMUSG00000053647
0	0	0	0	0	0	0	0	Gpha2_ENSMUSG00000024784
0	0	0	0	0	0	0	0	Gphb5_ENSMUSG00000048982
789	795	861	1011	585	600	715	595	Gphn_ENSMUSG00000047454
12893	12636	12548	12593	20340	22145	22509	21623	Gpi1_ENSMUSG00000036427
0	0	0	0	0	0	0	0	Gpihbp1_ENSMUSG00000022579
910	958	1052	1095	780	849	854	833	Gpkow_ENSMUSG00000031148
0	1	1	0	1	4	1	3	Gpld1_ENSMUSG00000021340
0	0	0	0	0	0	0	0	Gpm6a_ENSMUSG00000031517
6	18	10	13	49	70	65	49	Gpm6b_ENSMUSG00000031342
1724	1880	1635	1416	258	341	303	286	Gpn1_ENSMUSG00000064037
500	407	430	434	105	131	138	124	Gpn2_ENSMUSG00000028848
1029	906	982	972	579	598	620	578	Gpn3_ENSMUSG00000029464
0	0	0	0	0	0	0	0	Gpnmb_ENSMUSG00000029816
0	0	0	0	0	0	0	0	Gpr1_ENSMUSG00000046856
0	0	0	0	0	0	0	0	Gpr101_ENSMUSG00000036357
471	435	422	473	717	830	822	786	Gpr107_ENSMUSG00000000194
843	888	920	859	1213	1350	1372	1258	Gpr108_ENSMUSG00000005823
0	0	0	0	0	0	0	0	Gpr119_ENSMUSG00000051209
0	0	0	0	0	0	0	0	Gpr12_ENSMUSG00000041468
477	471	444	462	82	98	97	86	Gpr132_ENSMUSG00000021298
2	3	2	0	7	11	8	7	Gpr135_ENSMUSG00000043398
269	294	294	302	332	403	372	338	Gpr137_ENSMUSG00000024958
8	4	9	8	17	11	19	10	Gpr137b_ENSMUSG00000021306
0	0	1	0	0	0	0	0	Gpr137c_ENSMUSG00000049092
0	0	0	0	0	0	0	0	Gpr139_ENSMUSG00000066197
0	0	0	1	0	0	0	0	Gpr141_ENSMUSG00000053101
0	0	0	0	0	0	0	0	Gpr142_ENSMUSG00000034677
0	0	0	0	0	0	0	0	Gpr143_ENSMUSG00000025333
512	544	556	574	2430	2573	2596	2578	Gpr146_ENSMUSG00000044197
0	0	0	0	0	0	0	0	Gpr149_ENSMUSG00000043441
0	0	0	0	0	0	1	0	Gpr15_ENSMUSG00000047293
0	0	0	0	0	0	0	0	Gpr150_ENSMUSG00000045509
0	0	0	0	0	0	0	0	Gpr151_ENSMUSG00000042816
0	0	0	0	0	1	0	1	Gpr152_ENSMUSG00000044724
5	2	4	4	2	0	0	1	Gpr153_ENSMUSG00000042804
85	90	77	95	54	78	56	62	Gpr155_ENSMUSG00000041762
1	0	0	0	0	0	0	0	Gpr156_ENSMUSG00000046961
44	44	38	44	33	47	44	44	Gpr157_ENSMUSG00000047875
0	0	0	0	0	0	0	0	Gpr158_ENSMUSG00000045967
0	0	0	0	0	0	0	0	Gpr160_ENSMUSG00000037661
12	14	18	19	7	5	4	7	Gpr161_ENSMUSG00000040836
14	11	26	18	11	10	14	6	Gpr162_ENSMUSG00000038390
0	0	0	0	0	0	0	0	Gpr165_ENSMUSG00000031210
0	0	0	0	0	0	0	0	Gpr17_ENSMUSG00000052229
0	0	0	0	0	0	0	0	Gpr171_ENSMUSG00000050075
0	0	0	1	0	0	0	0	Gpr173_ENSMUSG00000056679
29	38	34	36	0	0	0	0	Gpr174_ENSMUSG00000073008
0	0	0	0	0	0	0	0	Gpr176_ENSMUSG00000040133
147	164	173	194	164	166	149	148	Gpr179_ENSMUSG00000070337
0	0	0	0	0	0	0	0	Gpr18_ENSMUSG00000050350
41	40	56	44	30	39	38	43	Gpr180_ENSMUSG00000022131
0	0	0	0	0	0	0	0	Gpr182_ENSMUSG00000058396
0	0	1	1	0	0	0	0	Gpr183_ENSMUSG00000051212
152	140	175	146	47	56	58	59	Gpr19_ENSMUSG00000032641
0	0	0	0	0	0	0	0	Gpr20_ENSMUSG00000045281
0	8	0	3	8	4	10	5	Gpr21_ENSMUSG00000053164
0	0	0	0	0	0	0	0	Gpr22_ENSMUSG00000044067
0	0	0	0	0	0	1	0	Gpr25_ENSMUSG00000052759
0	0	0	0	0	1	0	0	Gpr26_ENSMUSG00000040125
0	0	0	0	0	0	0	0	Gpr27_ENSMUSG00000072875
0	0	0	3	0	0	3	1	Gpr3_ENSMUSG00000049649
0	0	0	0	0	0	0	0	Gpr31b_ENSMUSG00000071311
0	0	0	0	0	0	0	0	Gpr33_ENSMUSG00000035148
0	0	0	0	0	0	0	0	Gpr34_ENSMUSG00000040229
1	0	1	0	0	1	0	1	Gpr35_ENSMUSG00000026271
0	0	1	0	0	0	0	0	Gpr37_ENSMUSG00000039904
0	0	0	0	0	0	0	0	Gpr37l1_ENSMUSG00000026424
0	0	0	0	0	0	0	2	Gpr39_ENSMUSG00000026343
0	0	0	0	0	0	1	0	Gpr4_ENSMUSG00000044317
0	0	0	0	0	0	0	0	Gpr45_ENSMUSG00000041907
0	0	0	0	0	0	0	0	Gpr50_ENSMUSG00000056380
2	1	0	0	0	1	0	0	Gpr55_ENSMUSG00000049608
0	0	0	0	0	0	0	0	Gpr6_ENSMUSG00000046922
0	0	0	0	0	0	0	0	Gpr61_ENSMUSG00000046793
0	0	2	1	6	4	5	3	Gpr62_ENSMUSG00000091735
0	0	0	0	0	0	0	0	Gpr63_ENSMUSG00000040372
0	0	0	0	0	0	0	0	Gpr65_ENSMUSG00000021886
0	1	0	0	0	0	0	0	Gpr68_ENSMUSG00000047415
8	3	4	4	6	3	8	5	Gpr75_ENSMUSG00000043999
0	0	0	0	0	0	0	0	Gpr82_ENSMUSG00000047678
0	1	0	0	0	0	1	0	Gpr83_ENSMUSG00000031932
3	5	4	1	2	2	2	1	Gpr84_ENSMUSG00000063234
1	0	0	0	1	1	0	2	Gpr85_ENSMUSG00000048216
0	0	0	0	0	0	0	0	Gpr87_ENSMUSG00000051431
0	0	0	0	0	0	0	0	Gpr88_ENSMUSG00000068696
1769	1841	1833	2090	934	914	1005	928	Gpr89_ENSMUSG00000028096
295	347	297	386	491	535	500	515	Gprasp1_ENSMUSG00000043384
0	0	0	1	0	0	0	0	Gprasp2_ENSMUSG00000072966
4	1	2	2	2	0	0	2	Gprc5a_ENSMUSG00000046733
2	3	2	0	0	0	0	0	Gprc5b_ENSMUSG00000008734
0	0	0	0	0	0	0	0	Gprc5c_ENSMUSG00000051043
0	0	0	0	0	0	0	0	Gprc5d_ENSMUSG00000030205
0	0	0	0	0	0	0	0	Gprc6a_ENSMUSG00000019905
0	0	0	0	0	0	0	0	Gprin1_ENSMUSG00000069227
1	0	1	1	0	0	1	1	Gprin2_ENSMUSG00000071531
0	0	0	0	0	0	0	0	Gprin3_ENSMUSG00000045441
1266	1139	1234	1285	556	640	579	598	Gps1_ENSMUSG00000025156
1005	1046	941	935	586	682	640	651	Gps2_ENSMUSG00000023170
248	224	238	296	679	729	754	720	Gpsm1_ENSMUSG00000026930
549	496	562	550	515	507	599	462	Gpsm2_ENSMUSG00000027883
1106	1057	1007	949	242	274	314	286	Gpsm3_ENSMUSG00000034786
81	69	70	72	75	73	82	67	Gpt_ENSMUSG00000022546
842	801	888	920	217	216	243	218	Gpt2_ENSMUSG00000031700
8225	7564	7116	6536	5782	6175	6038	5757	Gpx1_ENSMUSG00000063856
0	0	0	0	2	9	5	5	Gpx2_ENSMUSG00000042808
0	0	0	0	0	0	0	0	Gpx3_ENSMUSG00000018339
1781	1823	1585	1443	1305	1619	1361	1451	Gpx4_ENSMUSG00000075706
0	0	0	0	0	0	0	0	Gpx5_ENSMUSG00000004344
0	0	0	0	0	0	0	0	Gpx6_ENSMUSG00000004341
0	0	0	0	0	0	0	0	Gpx7_ENSMUSG00000028597
0	0	0	0	0	0	0	0	Gpx8_ENSMUSG00000021760
1209	1231	1197	1212	1845	1985	2050	1950	Gramd1a_ENSMUSG00000001248
0	0	0	0	0	1	0	0	Gramd1b_ENSMUSG00000040111
40	42	33	34	40	46	33	34	Gramd1c_ENSMUSG00000036292
0	0	0	0	0	0	0	0	Gramd2_ENSMUSG00000074259
0	0	0	0	0	0	0	0	Gramd3_ENSMUSG00000001700
1445	1349	1558	1569	1026	1136	1037	1080	Gramd4_ENSMUSG00000035900
198	181	179	162	0	0	4	1	Grap_ENSMUSG00000004837
21	32	32	25	772	929	931	886	Grap2_ENSMUSG00000042351
147	134	116	127	29	25	45	35	Grasp_ENSMUSG00000000531
0	1	2	0	2	0	0	2	Grb10_ENSMUSG00000020176
0	0	0	0	0	0	0	0	Grb14_ENSMUSG00000026888
3941	3906	3848	3753	1258	1453	1422	1285	Grb2_ENSMUSG00000059923
0	2	0	0	0	2	0	2	Grb7_ENSMUSG00000019312
305	262	255	234	433	515	502	478	Grcc10_ENSMUSG00000072772
0	0	0	0	0	1	0	0	Greb1_ENSMUSG00000036523
3	2	4	5	3	1	6	0	Greb1l_ENSMUSG00000042942
0	0	0	0	1	0	1	0	Grem1_ENSMUSG00000074934
0	0	0	0	0	0	0	0	Grem2_ENSMUSG00000050069
79	73	61	74	36	46	38	34	Grhl1_ENSMUSG00000020656
0	0	0	0	0	0	0	0	Grhl2_ENSMUSG00000022286
0	0	0	0	0	0	0	0	Grhl3_ENSMUSG00000037188
1364	1281	1187	1091	452	497	489	485	Grhpr_ENSMUSG00000035637
0	0	0	0	0	0	0	0	Gria1_ENSMUSG00000020524
0	0	0	0	0	0	0	0	Gria2_ENSMUSG00000033981
0	0	0	0	0	0	0	0	Gria3_ENSMUSG00000001986
0	0	0	0	0	0	0	0	Gria4_ENSMUSG00000025892
0	0	0	0	0	0	0	0	Grid1_ENSMUSG00000041078
0	0	0	0	0	0	0	0	Grid2_ENSMUSG00000071424
0	0	0	0	0	0	0	0	Grid2ip_ENSMUSG00000010825
0	0	0	0	2	1	0	0	Grifin_ENSMUSG00000036586
0	0	0	0	0	0	0	0	Grik1_ENSMUSG00000022935
0	0	0	0	0	0	0	0	Grik2_ENSMUSG00000056073
0	0	0	0	0	0	0	0	Grik3_ENSMUSG00000001985
0	0	0	0	0	0	0	0	Grik4_ENSMUSG00000032017
882	767	840	898	1036	1139	1251	1168	Grik5_ENSMUSG00000003378
12	13	20	7	0	9	5	5	Grin1_ENSMUSG00000026959
0	0	0	0	0	0	0	0	Grin2a_ENSMUSG00000059003
0	0	0	0	0	0	0	0	Grin2b_ENSMUSG00000030209
0	0	0	0	1	0	0	0	Grin2c_ENSMUSG00000020734
13	13	13	17	4	6	7	4	Grin2d_ENSMUSG00000002771
0	0	0	0	0	0	0	0	Grin3a_ENSMUSG00000039579
1	0	8	6	5	3	2	1	Grin3b_ENSMUSG00000035745
944	945	889	939	11048	11988	11838	11437	Grina_ENSMUSG00000022564
0	0	0	0	0	0	1	0	Grip1_ENSMUSG00000034813
0	0	0	0	0	0	0	0	Grip2_ENSMUSG00000030098
1478	1471	1481	1527	1781	1859	1892	1861	Gripap1_ENSMUSG00000031153
2	0	0	1	0	0	0	0	Grk1_ENSMUSG00000031450
2682	2425	2566	2670	1954	2060	2185	2027	Grk2_ENSMUSG00000024858
0	0	0	0	0	0	0	0	Grk3_ENSMUSG00000042249
17	15	11	9	40	21	36	37	Grk4_ENSMUSG00000052783
373	349	326	397	974	1125	1110	1063	Grk5_ENSMUSG00000003228
2336	2113	2331	2520	577	665	654	631	Grk6_ENSMUSG00000074886
0	0	0	0	0	0	0	0	Grm1_ENSMUSG00000019828
0	0	0	1	0	0	0	0	Grm2_ENSMUSG00000023192
0	0	0	0	0	0	0	0	Grm3_ENSMUSG00000003974
0	0	0	0	0	0	0	0	Grm4_ENSMUSG00000063239
25	17	26	36	23	31	27	22	Grm5_ENSMUSG00000049583
0	0	0	0	0	0	0	0	Grm6_ENSMUSG00000000617
0	0	0	0	0	0	0	0	Grm7_ENSMUSG00000056755
1	0	0	0	0	0	0	0	Grm8_ENSMUSG00000024211
1292	1204	1228	1162	1602	1792	1870	1646	Grn_ENSMUSG00000034708
0	0	0	0	0	0	0	0	Grp_ENSMUSG00000024517
4290	4255	3953	3558	945	1096	1086	1016	Grpel1_ENSMUSG00000029198
373	407	411	394	541	571	624	547	Grpel2_ENSMUSG00000024580
0	0	0	0	0	0	0	0	Grpr_ENSMUSG00000031364
0	0	0	0	2	1	1	1	Grrp1_ENSMUSG00000050105
1724	1663	1672	1711	1498	1710	1740	1417	Grsf1_ENSMUSG00000044221
341	395	392	359	262	275	294	310	Grtp1_ENSMUSG00000038515
2362	2105	2200	2112	97	105	101	79	Grwd1_ENSMUSG00000053801
0	0	0	0	0	0	0	0	Grxcr1_ENSMUSG00000068082
0	0	0	0	0	0	0	0	Grxcr2_ENSMUSG00000073574
10	13	19	14	314	324	351	317	Gsap_ENSMUSG00000039934
0	0	0	0	0	0	0	0	Gsc_ENSMUSG00000021095
0	0	0	0	0	0	0	0	Gsc2_ENSMUSG00000022738
11	11	11	11	7	7	10	6	Gsdma_ENSMUSG00000017204
0	0	0	0	0	0	0	0	Gsdma2_ENSMUSG00000017211
0	0	0	0	0	0	0	0	Gsdma3_ENSMUSG00000064224
0	0	0	0	0	0	0	0	Gsdmc_ENSMUSG00000079025
0	0	0	0	0	0	1	0	Gsdmc2_ENSMUSG00000056293
0	0	0	0	0	0	0	0	Gsdmc3_ENSMUSG00000055827
0	0	1	1	3	3	4	0	Gsdmc4_ENSMUSG00000055748
559	492	503	446	466	491	500	505	Gsdmd_ENSMUSG00000022575
0	0	0	0	0	0	0	0	Gsdme_ENSMUSG00000029821
2564	2232	2841	3339	6525	7174	7353	6959	Gse1_ENSMUSG00000031822
0	0	0	0	0	0	0	0	Gsg1_ENSMUSG00000030206
99	103	96	85	24	21	16	19	Gsg1l_ENSMUSG00000046182
0	0	0	0	0	0	0	0	Gsg1l2_ENSMUSG00000097886
2901	2674	2768	2929	1632	1772	1845	1648	Gsk3a_ENSMUSG00000057177
1356	1502	1687	1999	2081	2347	2328	2138	Gsk3b_ENSMUSG00000022812
112	120	128	104	118	167	185	167	Gskip_ENSMUSG00000044715
236	253	224	222	757	851	818	718	Gsn_ENSMUSG00000026879
5498	5121	5411	6057	1274	1412	1409	1312	Gspt1_ENSMUSG00000062203
0	0	0	0	0	0	0	0	Gspt2_ENSMUSG00000071723
1983	1733	1915	1885	536	494	516	435	Gsr_ENSMUSG00000031584
433	379	366	382	379	408	438	405	Gss_ENSMUSG00000027610
0	0	0	0	0	0	0	0	Gsta1_ENSMUSG00000074183
2	0	0	1	0	0	0	0	Gsta2_ENSMUSG00000057933
13	11	18	11	5	4	3	3	Gsta3_ENSMUSG00000025934
141	178	121	117	25	21	20	23	Gsta4_ENSMUSG00000032348
369	348	417	407	191	221	219	171	Gstcd_ENSMUSG00000028018
0	1	0	0	0	0	0	0	Gstk1_ENSMUSG00000029864
21	19	13	11	1	1	1	4	Gstm1_ENSMUSG00000058135
0	0	0	0	0	0	0	0	Gstm2_ENSMUSG00000040562
